Organization Name,Popular Name,Discipline / Field,Category,Application Number,City,State,Zip,Project Description,Fiscal Year,Congressional District,Grant Amount,Grant From Date,Grant To Date
"New York Public Library, Astor, Lenox and Tilden Foundations",,Presenting & Multidisciplinary Works,Art Works,12-5400-7108,New York,NY,10016-0133,To support the recording and preservation of live dance and theater performances and oral histories in the field of dance. The program will add recordings to the collections of the New York Public Library for the Performing Arts Jerome Robbins Dance Division and Theater on Film and Tape Archive.,2012,12,"$60,000 ",7/1/2012,6/30/2013
"New York Public Library, Astor, Lenox and Tilden Foundations",,Presenting & Multidisciplinary Works,Access to Artistic Excellence,11-5400-7132,New York,NY,10016-0133,"To support the recording and preservation of live dance and theatre performances, and oral histories in the field of dance. The program will add recordings to the collections of The New York Public Library for the Performing Arts (LPA) Jerome Robbins Dance Division and Theater on Film and Tape Archive.",2011,12,"$60,000 ",7/1/2011,6/30/2012
"New York Public Library, Astor, Lenox and Tilden Foundations",,Presenting & Multidisciplinary Works,Access to Artistic Excellence,10-5400-7169,New York,NY,10016-0133,"To support the documentation and preservation of significant dance and theater performances and oral histories by notable performing artists. Performances and oral histories will be recorded, and deteriorating oral history material will be conserved.",2010,12,"$60,000 ",7/1/2010,6/30/2011
"New York Public Library, Astor, Lenox and Tilden Foundations",,Presenting & Multidisciplinary Works,Access to Artistic Excellence,08-5400-7135,New York,NY,10016-0133,"To support the New York Public Library for the Performing Arts documentation and preservation of significant dance and theater performances and oral histories by notable performing artists. Performances and oral histories will be recorded, and deteriorating oral history material will be conserved.",2008,12,"$60,000 ",7/1/2008,6/30/2009
"New York Public Library, Astor, Lenox and Tilden Foundations",,,Heritage / Preservation,01-7000-6077,New York,NY,10016-0133,"To support the documentation of dance and theater performances, and the preservation of oral histories. Seven performances and three oral histories will be recorded, and 80 hours of audio materials will be conserved.",2001,12,"$60,000 ",7/1/2001,6/30/2002
"New York Public Library, Astor, Lenox and Tilden Foundations",,Media Arts,Heritage / Preservation,99-3400-6075,New York,NY,10016-0133,"To support the national video documentation services at the Dance Collection and the Theatre on Film and Tape Archive at the Library for the Performing Arts. The Library for the Performing Arts (LPA) is a unique national resource center that documents the heritage of creativity in dance, music, recorded sound, theatre, film, and related fields.",1999,12,"$60,000 ",4/1/1999,3/31/2000
"New York Public Library, Astor, Lenox and Tilden Foundations",,,Heritage / Preservation,03-7000-6101,New York,NY,10016-0133,To support the documentation and preservation of dance and theater performances and oral histories by performing artists. Up to nine performances and three oral histories will be recorded and 15 hours of audio materials will be preserved.,2003,12,"$65,000 ",7/1/2003,6/30/2004
"Youth America Grand Prix, Inc.",aka YAGP,Dance,Art Works,15-3300-7093,New York,NY,10016-2204,"To support a regional audition model that connects dance students to professional training and career opportunities. YAGP will enlist dance professionals from a diverse range of organizations to travel to more than a dozen U.S. cities to audition students. Each audition venue will include master classes and an adjudication process that will select hundreds of soloists to attend the New York City finals. At the finals, the performers will vie for scholarship opportunities and job contracts from top ballet companies.",2015,12,"$15,000 ",6/1/2015,5/31/2016
"Council for Positive Images, Inc.",aka CPI,Dance,Other,99-3300-7132,New York,NY,10016-2817,To support creation of an audio-visual study guide of the Dunham Technique of dance by Director/Producer Terry Carter and Dunham specialist Glory Van Scott. Katherine Dunham and her master dance teachers will define and demonstrate the Dunham Technique in this video.,1999,12,"$35,000 ",8/1/1999,1/31/2004
"Council for Positive Images, Inc.",aka CPI,Media Arts,Arts on Radio and TV,03-3446-4136,New York,NY,10016-2817,"To support post-production costs for a documentary on Katherine Dunham. The documentary will be a television program on the life and work of this African American anthropologist, dancer, and choreographer.",2003,12,"$9,000 ",5/1/2003,4/30/2010
Pierpont Morgan Library,aka Morgan Library & Museum,Museums,Access to Artistic Excellence,11-4400-7003,New York,NY,10016-3008,"To support the exhibition ""David, Delacroix, and Revolutionary France: Drawings from the Louvre"" at the Morgan Library  Museum, with accompanying catalogue and education programs. The exhibition will explore key developments in the art of drawing between 1789 and 1848, a period of tremendous political, social, and cultural upheaval.",2011,12,"$20,000 ",1/1/2011,12/31/2012
Pierpont Morgan Library,aka Morgan Library & Museum,Museums,Access to Artistic Excellence,06-4400-7008,New York,NY,10016-3008,"To support a retrospective exhibition of the work of American artist Saul Steinberg (1914-1999), with accompanying education programs. The exhibition emphasizes Steinberg's draftsmanship, his central means of expression throughout his long career.",2006,12,"$20,000 ",1/1/2006,12/31/2007
Pierpont Morgan Library,aka Morgan Library & Museum,Museums,Art Works,17-4400-7063,New York,NY,10016-3008,"To support a traveling exhibition and catalogue examining the cultural importance of monsters and monstrosities as depicted by artists in the Middle Ages. Comprised of illuminated manuscripts from Europe and Iran, along with selected sculpture, metalwork, ivory, and a tapestry, the exhibition will lead visitors through three sections, ""Terrors,"" ""Aliens,"" and ""Wonders."" Programs for adults will include a lecture by the curators, an art workshop, tours, and film screenings. School children will attend tours and participate in hands-on art activities. The exhibition will travel to the Cleveland Art Museum.",2017,12,"$25,000 ",6/1/2017,12/31/2019
Pierpont Morgan Library,aka Morgan Library & Museum,Museums,Challenge America,04-4400-1083,New York,NY,10016-3008,"To support ""Exploring With th Morgan,"" an arts-in-education outreach program. The program will be based on the library's superb collection of illuminated manuscripts and the anthropological exhibits at the American Museum of Natural History.",2004,12,"$25,000 ",6/1/2004,9/30/2005
Pierpont Morgan Library,aka Morgan Library & Museum,Museums,Art Works,16-4400-7013,New York,NY,10016-3008,"To support ""Rembrandt's First Masterpiece,"" an exhibition and catalogue centered on the painting that established the artist's career. The exhibition will focus on Rembrandt's (1606-69) ""Judas Returning the Thirty Pieces of Silver,"" completed when he was just 23 years old. Reflecting his signature narrative style, it was the first painting to feature all the characteristics that would make him famous: the harsh contrast between light and shadow; the staging of the figures; and the persuasive rendering of human emotion. The masterpiece will be exhibited with a number of early self-portraits, and approximately two dozen of his etchings, drawings of Christ, and many later works. A number of drawings and prints from the Morgan's collection will join works from institutions with major Rembrandt holdings such as the Metropolitan Museum of Art in New York, the British Museum in London, and museums in Rotterdam, Amsterdam, and Berlin. On view for the first time in the United States, ""Judas Returning the Thirty Pieces of Silver"" will be exhibited alongside its preparatory drawings.",2016,12,"$30,000 ",1/1/2016,12/31/2017
Pierpont Morgan Library,aka Morgan Library & Museum,Museums,Access to Artistic Excellence,07-4400-7016,New York,NY,10016-3008,"To support the exhibition PAINTED WITH WORDS: VINCENT VAN GOGH'S LETTERS TO EMILE BERNARD, with accompanying catalogue and education programs. This will be the first public exhibition of all 20 extant illustrated letters between van Gogh and his protege Bernard.",2007,12,"$45,000 ",1/1/2007,12/31/2007
Pierpont Morgan Library,aka Morgan Library & Museum,Museums,Art Works,1829282-44-18,New York,NY,10016-3008,"To support an exhibition of works by Jacopo Tintoretto, a scholarly catalogue, and public programs. The exhibition will bring a new perspective to Jacopo Tintoretto's (1518-94) evolution as a draftsman, his individuality as an artist in the Venetian tradition, and his influence on a generation of painters in northern Italy. It also will bring public attention to drawings by a range of Venetian artists, many of whom have rarely been exhibited. Approximately 60 drawings and a small group of related paintings will be assembled from nearly two dozen public and private collections in Europe and the United States. Public programming will include a symposium, curatorial talks, sketching sessions in the gallery, and a concert of early Venetian music.",2018,12,"$50,000 ",1/1/2018,12/31/2020
"Farmer, Art",,Music,NEA Jazz Masters,98-3113-3198,New York,NY,10016-3030,,1998,12,"$20,000 ",1/1/1999,12/31/1999
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Creativity / Presentation,02-5200-5012,New York,NY,10016-4309,"To support the publication and national distribution of books in the International Women's Writing Project. Works proposed for publication include Lindsey Collen's The Rape of Sita, a novel exploring the political and cultural landscape of Mauritian society.",2002,12,"$10,000 ",1/1/2002,12/31/2002
RFCUNY The Graduate Center,,Literature,Art Works,1830517-52-18,New York,NY,10016-4309,"To support the publication and promotion of chapbooks through the ""Lost  Found"" series. The series features lost works by figures central to and associated with American poetry, helping these voices to remain a part of the cultural conversation. Titles include Mary Korbert Norte: Response to Michael McClure’s Ghost Tantras, Diane di Prima: Mary Shelley Lectures, and Muriel Rukeyser’s translation of Arthur Rimbaud.",2018,12,"$10,000 ",7/1/2018,6/30/2019
RFCUNY The Graduate Center,,Literature,Art Works,17-5200-7032,New York,NY,10016-4309,"To support the publication and promotion of chapbooks through the ""Lost  Found"" series. The series features lost works by American poets, helping these voices to remain a part of our cultural identity and conversation. The chapbooks will include work such as the notebooks of writer and Native American education activist Jack Forbes; teaching materials and theory by poets June Jordan, Audre Lorde, and Toni Cade Bambara; and a Paul Blackburn and Julio Cortázar correspondence project.",2017,12,"$10,000 ",1/1/2017,6/30/2018
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Heritage / Preservation,04-5200-6111,New York,NY,10016-4309,"To support the restoration and promotion of books by American women as part of the press' Contemporary Classics Series. Authors whose works will be brought back into print include Nishimura Ota, Denise Chavez, Jessamyn West, Paule Marshall, and Estela Portillo Trambley.",2004,12,"$20,000 ",7/1/2004,6/30/2006
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Access to Artistic Excellence,08-5200-7037,New York,NY,10016-4309,,2008,12,"$25,000 ",1/1/2008,12/31/2008
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Creativity / Presentation,03-5200-5045,New York,NY,10016-4309,,2003,12,"$25,000 ",1/1/2003,11/30/2004
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Creativity / Presentation,99-5200-5009,New York,NY,10016-4309,"To support the publication and national distribution of books in the International Women's Writing Project. Works proposed for publication include an anthology, The House of Memory: Stories by Jewish Women Writers of Latin America.",1999,12,"$25,000 ",1/1/1999,12/31/1999
RFCUNY The Graduate Center,,Literature,Art Works,15-5200-7040,New York,NY,10016-4309,"To support the publication and promotion of chapbooks in the fifth volume of the ""Lost  Found"" series. The series is a collection of lost works by poets of the last century. This project will include work by William S. Burroughs, Kathy Acker, and Jean Senac, as well as the ""Central Asian Diaries  Photographs"" of Langston Hughes. The center will promote the chapbooks through readings and events around the country.",2015,12,"$29,916 ",1/1/2015,12/31/2015
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Art Works,1829990-52-18,New York,NY,10016-4309,"To support the publication and promotion of books of fiction. Planned titles include short story collections by Camille Acker and Ivelisse Rodriguez; an anthology of Asian diasporic writers; and works in translation by Trifonia Melabea Obono (Equatorial Guinea) and Armonia Somers (Uruguay). Books will be made available in both print and electronic forms and will be promoted through the press's website, social media, and public events.",2018,12,"$30,000 ",1/1/2018,12/31/2018
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Access to Artistic Excellence,09-5200-7072,New York,NY,10016-4309,"To support the publication, promotion, and distribution of books by international women writers. Authors hail from Asian and African countries, including India and Korea.",2009,12,"$30,000 ",1/1/2009,12/31/2009
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Access to Artistic Excellence,07-5200-7029,New York,NY,10016-4309,"To support the publication, promotion and national distribution of fiction by international women writers. The Press will publish THE AMPUTATED MEMORY by Ivory Coast writer Werewere Liking and WAITING: A NOVEL OF UGANDA by Goretti Kyamuhendo.",2007,12,"$30,000 ",1/1/2007,12/31/2007
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Creativity / Presentation,00-5200-5034,New York,NY,10016-4309,"To support the publication and national distribution of books in the Feminist Press International Women's Writing Project. Works proposed for publication include Still Alive: A Jewish Childhood Under the Nazis by Ruth Kluger, and The Ten Thousand Things, an episodic novel by Maria Dermout set in the Dutch East Indies.",2000,12,"$30,000 ",1/1/2000,12/31/2000
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Art Works,1847249-52-19,New York,NY,10016-4309,"To support the publication and promotion of books of fiction, essays, and poetry, including work in translation. Planned titles include an autobiographical novel in verse by Ali Liebegott; a book of essays and poetry by Claudia D. Hernandez; and short story collections by both Melissa Michal and Duanwad Pimwana (Thailand). The press also plans to publish a book of science fiction stories by Asja Bakic (Bosnia). Books will be promoted through the press's website, expanded social media outreach, and free public author events.",2019,12,"$35,000 ",1/1/2019,12/31/2019
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Art Works,17-5200-7040,New York,NY,10016-4309,"To support the publication and promotion of books of fiction in print and electronic formats, as well as the digitization of classic titles. Planned books include a novel by Felicia Sullivan, as well as international literature in translation by such authors as Gerty Dambury (Guadeloupe), Hannah Krall (Poland), and Romina Paul (Argentina). The press also plans to digitize classic titles that revolve around stories of American immigrants, making these books available to a wider audience. Books will be promoted through social media, e-mail, and other means.",2017,12,"$35,000 ",1/1/2017,1/31/2018
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Access to Artistic Excellence,11-5200-7080,New York,NY,10016-4309,"To support the publication and promotion of fiction and creative nonfiction by women writers from Iran, Lebanon, and the southern United States. Scheduled titles include Pat McNulty's MY MOTHER'S REQUIEM, Shahrnush Parsipur's WOMEN WITHOUT MEN, and Darina al-Joundi's THE DAY NINA SIMONE STOPPED SINGING.",2011,12,"$35,000 ",1/1/2011,12/31/2012
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Access to Artistic Excellence,05-5200-7030,New York,NY,10016-4309,"To support the publication and promotion of fiction and creative nonfiction in translation as part of the Women Writers of the Islamic World series. Scheduled titles explore the cultures of Iraq, Algeria, and India.",2005,12,"$35,000 ",1/1/2005,6/30/2006
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Art Works,14-5200-7030,New York,NY,10016-4309,"To support the publication of new books of fiction and creative nonfiction, as well as the digitization of African literary classics by women. The digitization project includes work by authors such as Ama Ata Aidoo, Zoe Wicomb, Marjorie Oludhe Macgoye, Lauretta Ngcobo, Goretti Kyomuhendo, and Werewere Liking.",2014,12,"$40,000 ",1/1/2014,12/31/2014
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Creativity / Presentation,01-5200-5019,New York,NY,10016-4309,"To support the publication and national distribution of books in the International Women's Writing Project. Works proposed for publication include Still Alive: A Jewish Childhood Under the Nazis by Ruth Kluger, and The Dark Holds No Terrors, a novel by Shashi Deshpande set in her native India.",2001,12,"$40,000 ",1/1/2001,12/31/2001
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Art Works,13-5200-7070,New York,NY,10016-4309,"To support the digitization of Feminist Press classics, and the publication and promotion of new works of contemporary feminist literature. The press will publish a novel by Muriel Rukeyser, a memoir of life in an Iranian prison, and a translated Czech novel, and will digitize up to fifteen of its most requested backlist titles.",2013,12,"$42,500 ",1/1/2013,12/31/2013
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Art Works,16-5200-7039,New York,NY,10016-4309,"To support the publication of books of fiction and nonfiction and the digitization of classic LGBT titles. Publications include works in translation and books by authors Elizabeth Swados, Sarah Schulman, Virginie Despentes (France), and Ana Castillo. Books will be promoted widely on social media platforms, and digitization efforts will focus on work that explores how systems of oppression influence the creative imagination of the marginalized.",2016,12,"$55,000 ",1/1/2016,12/31/2016
"Feminist Press, Inc.",aka Feminist Press at CUNY,Literature,Art Works,15-5200-7025,New York,NY,10016-4309,"To support the publication of new books of fiction and works in translation, as well as the digitization of backlist titles from the Middle East and South Asia. The digitization efforts will focus on books that challenge dominant narratives of women's complacency in Western perceptions of those regions. The new books will be promoted widely on social media platforms and through live events, as well as in women's studies classrooms and journals. The digitization project involves e-book design, conversion, and distribution.",2015,12,"$60,000 ",1/1/2015,12/31/2015
"Young Audiences, Inc.",,Presenting & Multidisciplinary Works,Art Works,1808739-54-18,New York,NY,10016-5111,"To support professional development programs in the field of arts education. Young Audiences program staff, classroom teachers, volunteers, and experts from the field will have the opportunity to participate in professional development training activities. Program components will include the Emerging Leadership Institute, a leadership forum, and the National Arts in Education Conference, as well as the National Teaching Artist Institute.",2018,12,"$10,000 ",8/1/2018,7/31/2019
"Young Audiences, Inc.",,Arts Education,Learning in the Arts for Children & Youth,09-5100-7252,New York,NY,10016-5111,"To support, through the Chairman's delegated authority, travel costs for participants at the Leadership Conference of Young Audiences in New York City. Conference activities will include workshops and meetings that will address the economic impact of the current financial crisis on the field of arts education and Young Audiences affliates.",2009,12,"$10,000 ",11/1/2009,1/31/2010
"Young Audiences, Inc.",,Presenting & Multidisciplinary Works,Art Works,15-5400-7145,New York,NY,10016-5111,"To support professional development programs for teaching artists, staff, and executive-level leaders in the field of arts in education. Program components will include the Young Audiences Emerging Leadership Institute, the National Conference, and the Arts for Learning National Conference. The National Conference is for program staff, trustees, and teaching artists from YA affiliates around the country. The Arts for Learning National Conference focuses on organizational and programmatic challenges and is geared towards participants in the arts and education fields.",2015,12,"$20,000 ",6/1/2015,7/31/2016
"Young Audiences, Inc.",,Presenting & Multidisciplinary Works,Art Works,17-5400-7131,New York,NY,10016-5111,"To support professional development programs in the field of arts education. Young Audiences program staff, classroom teachers, volunteers, and experts from the field will have the opportunity to participate in a number of professional development training activities. Program components will include the Emerging Leadership Institute, a leadership forum, and the National Arts in Education Conference, as well as the National Teaching Artist Institute.",2017,12,"$25,000 ",6/1/2017,7/31/2018
"Young Audiences, Inc.",,Presenting & Multidisciplinary Works,Art Works,13-5400-7128,New York,NY,10016-5111,"To support the Young Audiences Professional Arts Learning Series. The program is a year-long professional development series for teaching artists, staff, and executive level leaders in the field of arts in education.",2013,12,"$25,000 ",6/1/2013,7/31/2014
"Young Audiences, Inc.",,Arts Education,Leadership,04-5100-3252,New York,NY,10016-5111,"To support, through a Chairman's extraordinary action award, technical assistance training and documentation of three sites in the Arts Endowment's pilot Summer Schools in the Arts initiative using the YA/Arts for Learning website and model. Summer Schools in the Arts sites will be instructed in the methods of documenting curriculum and instructional practices, which will serve as tools for all participant sites, as well as others, to access the information and models.",2004,12,"$25,000 ",4/1/2004,1/31/2005
"Young Audiences, Inc.",,Arts Education,Art Works,12-5100-7135,New York,NY,10016-5111,"To support Immersive Game Design: A 21st Century Learning Strategy, a digital gaming initiative for middle and high school students, in consortium with the Laguna College of Art and Design. Students will learn how to build a game from start to finish, working collaboratively with guidance from their classroom teachers and multidisciplinary artists; during the school year, three Young Audiences (YA) affiliate sites, YA of Northeast Ohio, Arts Partners Wichita, and YA of Indiana, will field test the program.",2012,12,"$50,000 ",6/1/2012,7/31/2013
"Young Audiences, Inc.",,Music,Arts Learning,00-3100-8167,New York,NY,10016-5111,"To support the consortium project Compose Yourself, integrating the study of classical music composers into the K-12 curriculum. During 2000-01, Young Audiences and consortium member Meet the Composer, Inc. will offer training, performance opportunities, and professional development for teachers and composers in Kentucky, Missouri, Massachusetts, northern New York State, and Indiana.",2000,12,"$50,000 ",4/1/2000,3/31/2001
"Young Audiences, Inc.",,Arts Education,Other,99-5100-7031,New York,NY,10016-5111,"To support field testing of Arts for Learning, an interactive digital prototype model for linking teachers and artists to community resources. Through MTA, teachers and artists will learn new technologies for finding and sharing information among themselves and their peers, and will utilize new tools for scheduling of artists for work in classrooms.",1999,12,"$65,000 ",4/1/1999,3/31/2000
"Authors Guild Foundation, Inc.",,Literature,Art Works,1807975-52-18,New York,NY,10016-5583,"To support professional training programs for writers. Writers' business boot camps will provide participants with tools for managing the business side of their careers, with planned topics including choosing the right publishing platform; contracts; copyright; and marketing, promotion, and reader engagement. Free, day-long sessions in Atlanta, Philadelphia, and Santa Fe will be supplemented with online webinars, and participants will receive individualized follow-up and guidance in reaching their goals.",2018,12,"$15,000 ",6/1/2018,5/31/2019
Center for Contemporary Opera,aka CCO,Opera,Access to Artistic Excellence,06-3600-7037,New York,NY,10016-6303,"To support the productions of ""The True Last Words of Dutch Schultz"" and ""Practice in the Art of Elocution,"" as well as the readings of new operas. The Center aims to contribute to the American operatic repertory by introducing new and evolving works to the public, and by providing composers opportunities to perfect their craft through readings, workshops, and professional productions of their work.",2006,12,"$10,000 ",7/1/2006,6/30/2007
Center for Contemporary Opera,aka CCO,Opera,Access to Artistic Excellence,05-3600-7041,New York,NY,10016-6303,"To support ""Mario and the Magician"" by composer Francis Thorne and librettist J.D. McClatchy. Prior to the production, an ""Opera Preview Program"" will take place with the composer and key artists in a dialogue with the audience.",2005,12,"$10,000 ",1/1/2005,5/31/2006
Center for Contemporary Opera,aka CCO,Opera,Art Works,16-3600-7057,New York,NY,10016-6303,"To support a new production of ""Odysseus' Women"" by composer Louis Andriessen, based on the text by Homer presented in a double-bill with Andriessen's short chamber opera ""Anais Nin."" The opera tells the story of Odysseus from the perspective of three mistresses in his life: Calypso, Cirke, and Nausicaa. The work underscores the company's mission to produce and develop new opera and revive rarely seen contemporary operas for audiences. The production will be part of the company's inaugural festival season, highlighting operas created by, performed by, and about women. The proposed creative team includes composer Louis Andreissen, director Jorinde Keesmaat, and conductor Sara Jobin. Performances will occur in New York City in fall 2016.",2016,12,"$14,000 ",9/1/2016,10/31/2016
New York University School of Medicine,aka,Literature,Art Works,15-5200-7077,New York,NY,10016-6402,"To support the publication and promotion of the ""Bellevue Literary Review."" The review is a journal of fiction, nonfiction, and poetry related to health and medicine. Themes for the journal during the grant period include the impact of illness on families and war's impact on mental and physical health.",2015,12,"$10,000 ",1/1/2015,12/31/2016
New York University School of Medicine,aka,Literature,Art Works,13-5200-7082,New York,NY,10016-6402,"To support the development of a new Web site, academic and library promotions, book group outreach, and an expanded online presence for the press's backlist. Publisher of the Pulitzer Prize-winning first novel Tinkers by Paul Harding, the press will offer on its Web site exclusive interviews with authors, downloadable excerpts from past and upcoming titles, a full online catalog, upcoming events, reading group and curriculum guides, a newsletter archive, a program for individual donations, and links to relevant articles, videos, and podcasts.",2013,12,"$10,000 ",1/1/2013,12/31/2013
New York University School of Medicine,aka,Literature,Art Works,15-5200-7078,New York,NY,10016-6402,"To support the publication and promotion of books of literary fiction by emerging and established writers. Books, both digital and in print, will include a debut collection from Michael Coffey and a novel by Norman Lock. The press will also promote ""Monastery,"" the second book of a trilogy by Jewish Guatemalan author Eduardo Halfon.",2015,12,"$20,000 ",1/1/2015,12/31/2015
New York University School of Medicine,aka,Literature,Art Works,1829868-52-18,New York,NY,10016-6402,"To support Bellevue Literary Press in the publication and promotion of books of fiction and nonfiction. Focusing on work that is concerned with the intersection of arts and sciences, planned books include titles by such authors as Norman Lock and Gerald Weissmann and will be made available in both print and electronic forms. The press also plans to offer a curated online interview series featuring authors in dialogue with figures whose work explores the ways in which the arts and sciences can be brought together to educate and inspire.",2018,12,"$30,000 ",1/1/2018,6/30/2018
New York University School of Medicine,aka,Literature,Art Works,17-5200-7074,New York,NY,10016-6402,"To support Bellevue Literary Press in the publication and promotion of books of fiction and nonfiction in print and electronic formats. Focusing on work that is concerned with the intersection of arts and sciences, the project includes titles by authors Pascale Kramer (in translation from the French), Peter LaSalle, Norman Lock, and John McWhorter. The press also plans to offer an online interview series featuring authors in dialogue with figures whose work explores the ways that the arts and sciences can be brought together to educate and inspire.",2017,12,"$30,000 ",1/1/2017,12/31/2017
New York University School of Medicine,aka,Literature,Art Works,16-5200-7067,New York,NY,10016-6402,"To support Bellevue Literary Press in the publication and promotion of books of literary fiction and nonfiction, including work in translation. The press publishes work that is concerned with the intersection of the arts and sciences.",2016,12,"$35,000 ",1/1/2016,12/31/2016
New York University School of Medicine,aka,Literature,Art Works,13-5200-7084,New York,NY,10016-6402,"To support author payments and the creation and promotion of a digital version of the ""Bellevue Literary Review,"" which explores the relationships between illness, health, and healing through fiction, poetry, and nonfiction. The journal will actively pursue ways to connect with urban neighborhoods; hospitalized patients; medical staff; and disabled, hearing-impaired, and visually-impaired individuals.",2013,12,"$9,575 ",3/1/2013,2/28/2015
New York University School of Medicine,aka,Literature,Access to Artistic Excellence,11-5200-7063,New York,NY,10016-6402,"To support the publication and promotion of the 10th anniversary issue of THE BELLEVUE LITERARY REVIEW, featuring essays on the topic of ""Illness as Muse."" The journal of fiction, poetry, and creative nonfiction often reaches communities beyond literary circles, including hospitalized patients, medical staff, and people with disabilities such as hearing and visual impairment.",2011,12,"$9,869 ",3/1/2011,12/31/2011
New York University School of Medicine,aka,Literature,Art Works,16-5200-7066,New York,NY,10016-6402,"To support the publication and promotion of the ""Bellevue Literary Review,"" a journal of fiction, nonfiction, and poetry related to health and medicine. A planned themed issue will focus on memory. With its themed issues, the journal strives to reach new communities and deepen engagement with audiences that might not otherwise read literary magazines.",2016,12,"$9,999 ",4/1/2016,3/31/2017
Red Hot Organization,,Media Arts,Art Works,14-3400-7090,New York,NY,10016-7416,"To support production costs for Red Hot + Veme, a digital app that will allow users to create and disseminate video in collaboration with established artists. Each artist will contribute a two- to five-minute template with instructions for users, who will then create a ""veme"" on their mobile phone to share with the Red Hot + Veme community. The app will represent a wide variety of arts disciplines including choreography, poetry, video art, documentary and narrative film, and visual arts. Red Hot will seek to work with artists such as Brian Eno, Werner Herzog, Miranda July, and Questlove.",2014,12,"$60,000 ",6/1/2014,9/30/2015
Red Hot Organization,,Media Arts,Arts in Media,12-3446-7089,New York,NY,10016-7416,To support Red Hot + Bach. This multi-media production will be devoted to the music of Johann Sebastian Bach.,2012,12,"$80,000 ",5/1/2012,1/31/2014
"World Monuments Fund, Inc.",,,Other,99-4800-9018,New York,NY,10016-7801,"To support the augmentation of an endowment and a cash reserve. The project is part of a $5 million capital campaign to support the Fund's conservation projects, as well as its educational programs, publications, and training activities.",1999,12,"$120,000 ",4/1/1999,6/30/2001
"Keigwin and Company, Inc.",aka Keigwin + Company,Dance,Art Works,1829825-33-18,New York,NY,10016-7805,"To support the creation and presentation of new works by Larry Keigwin. In honor of Leonard Bernstein's centennial in 2018, the company will develop new companion works set to the composer's ""Sonata for Clarinet and Piano"" and ""Piano Trio."" Keigwin will investigate a minimalist approach as he collaborates with his dancers to develop intimate and playful trios and quartets, interspersed with virtuosic solos. The new work will be presented with live music and accompanying outreach activities at touring locations in California, Minnesota, Colorado and South Dakota. In addition to stage performances presented with live music, the company will reach new audiences through a companion project, Dance At The Gym, providing engagement activities at various tour locations.",2018,12,"$10,000 ",1/1/2018,12/31/2018
"Keigwin and Company, Inc.",aka Keigwin + Company,Dance,Art Works,16-3300-7008,New York,NY,10016-7805,"To support the creation and presentation of a new work by Artistic Director Larry Keigwin. Developed in collaboration with the New York University Tisch School of the Arts, ""Green Mountain Falls"" will explore the slow crescendo of nature awakening each morning. The project will build upon the company's success in engaging aspiring dancers in the creative process. The work will premiere at the Queens Theater and then tour, partnering with university dance departments nationwide to re-stage the piece with local student dancers.",2016,12,"$10,000 ",1/1/2016,12/31/2016
"Keigwin and Company, Inc.",aka Keigwin + Company,Dance,Art Works,13-3300-7039,New York,NY,10016-7805,"To support the creation and presentation of Canvas, a new dance by artistic director Larry Keigwin, in collaboration with the company and ballet dancers. It will be created while the company is in residence at the Vail International Dance Festival, with outreach activities such as open rehearsals, a post-show discussion, and a community event for dancers and non-dancers.",2013,12,"$10,000 ",1/1/2013,12/31/2013
"Keigwin and Company, Inc.",aka Keigwin + Company,Dance,Art Works,12-3300-7006,New York,NY,10016-7805,"To support the creation and presentation of a new dance choreographed by artistic director Larry Keigwin. The dance, 12 CHAIRS, is inspired by the black folding chair.",2012,12,"$10,000 ",1/1/2012,12/31/2012
"Keigwin and Company, Inc.",aka Keigwin + Company,Dance,Access to Artistic Excellence,11-3300-7007,New York,NY,10016-7805,"To support the creation, presentation and touring of EXIT, a new work choreographed by artistic director Larry Keigwin. Scheduled to premiere at The Joyce Theater (NYC), it will be an integral part of the company's repertory during the 2011-12 touring season.",2011,12,"$10,000 ",1/1/2011,7/31/2012
"Keigwin and Company, Inc.",aka Keigwin + Company,Dance,Access to Artistic Excellence,10-3300-7019,New York,NY,10016-7805,"To support the creation and presentation of a new work created by Artistic Director Larry Keigwin and his company. The work will be created during a four-week residency hosted by DANCEworks, a joint partnership between SUMMERDANCE Santa Barbara and the historic Lobero Theatre in Santa Barbara.",2010,12,"$10,000 ",1/1/2010,12/31/2010
