address_added,city_added,state_added,zip_added,Institution,Log Number,Fiscal Year,Award,Recipient Type,Program,Program Categories,City,State,Issue Areas,The main body text
8000 Utopia Pkwy, Jamaica,NY,11439,St. John's University,RE-01-07-0095-07,2007,"$976,419.00",,Laura Bush 21st Century Librarian Program,Master's Level Programs,Jamaica,NY,,"St. John's University, in partnership with the Queens Borough Public Library, the Office of School Libraries of the New York City Education Department, and the New York Hall of Science in Flushing, Queens, will improve literacy and academic performance of youth in underserved metropolitan areas by recruiting and training forty students for future employment in public libraries, school library media centers, and museums in the New York City Metropolitan area. In addition to receiving a graduate degree in library science, students will participate in internships and field work, attend conferences and workshops, and produce and evaluate the outreach programs offered as a result of the partnership."
31-10 Thomson Ave, Long Island City,NY,11101,LaGuardia Community College,SP-02-14-0028-14,2014,"$25,000.00",Library,Sparks! Ignition Grants for Libraries,,Long Island City,NY,,LaGuardia Community College's Library Media Resource Center and the Center for Teaching and Learning will develop an online cross-disciplinary guide that shows faculty how they can incorporate research and information literacy skill building into their coursework and class assignments. Included in the guide will be sample research assignments that target information literacy outcomes. The guide will be an open web resource and made accessible to faculty nationally. Information literacy standards regarding information use and retrieval developed by the Association of College & Research Libraries will be used to guide curricular development.
2 Lincoln Square, New York,NY,10023,American Folk Art Museum,MA-30-16-0442-16,2016,"$128,934.00",Museum,Museums for America,MFA-Collections,New York,NY,,"The American Folk Art Museum will perform a comprehensive, item-by-item inventory review of each object in its 8,000-item permanent collection. The collection includes objects from the 18th century to the present, including works from traditional folk arts and contemporary self-taught artists. In addition to a basic cataloging, the museum registrar will perform a brief condition assessment of each object and make storage improvement recommendations. The project will enable the museum to prioritize objects that require conservation, identify objects that require improved conditions to prevent or mitigate deterioration, and document the location and movement history of each object for research and security purposes. The project will also enable the museum to audit and improve its electronic data, making the collection more accessible for curators, scholars, educators, and researchers. "
2 Lincoln Square, New York,NY,10023,American Folk Art Museum,MA-10-13-0181-13,2013,"$137,462.00",,Museums for America,Learning  Experiences (NLG-Museums),New York,NY,Community,"The American Folk Art Museum will redesign its website and integrate new technologies into the operations of the museum in order to increase public access, promote lifelong learning, and provide a richer online experience to a larger audience. The redesigned website will increase the museum's ability to deliver audience-focused programs, while serving as a source of folk art scholarship for both the casual visitor and researcher. By creating a dynamic online and social media presence, the museum will build an engaged audience, sharing the creative and diverse human expression of folk art both in the museum and on 21stcentury screens and devices."
2 Lincoln Square, New York,NY,10023,American Folk Art Museum,IC-01-07-0051-07,2007,"$10,383.00",,,Survey of Collections,New York,NY,,"The American Folk Art Museum will use its grant to conduct a general conservation survey of 5,000 objects in its three facilities. The museum has been one of the nation's foremost resources for the exhibition, study, preservation, and enjoyment of folk art, and maintains one of the world's preeminent collections of folk art dating from the 17th century through the present."
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,MG-60-18-0031-18,2018,"$702,741.00",Museum,National Leadership Grants for Museums,NLGMuseums-Collections Care & Access,New York,NY,,"The American Museum of Natural History will partner with Yale Institute for the Preservation of Cultural Heritage and UCLA/Getty Master's Program in the Conservation of Archaeological and Ethnographic Materials to conduct conservation research on cleaning taxidermy feathers and preserving and restoring color in taxidermy feathers and fur. The project team will investigate the impact of cleaning methods and materials on the preservation of feathers; the potential for ultraviolet absorbers and hindered amine light stabilizers to preserve natural and restored color to fur and feathers; and application methods and long-term stability of colorants for restoring faded feathers. An extensive training, education, and resource effort will ensure dissemination of best practices for the care and conservation of historic taxidermy. This will benefit museums and other institutions at risk of losing pieces of their collections; conservators, taxidermists, and professionals charged with the care of historic taxidermy; and museum visitors, including artists and students who rely on anatomically correct taxidermy to learn about biology."
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,MA-30-18-0471-18,2018,"$198,653.00",Museum,Museums for America,MFA-Collections,New York,NY,,"The American Museum of Natural History will develop an updated collections database for its Division of Anthropology collection to increase accessibility and expand use by researchers, lay audiences, museum staff, individuals at other institutions, and members of communities of origin. Following a discovery phase to identify a full list of functionality needs for the database, the museum will work in close partnership with an open source software development firm to design and develop a simplified database infrastructure to optimize functionality; increase cross-referential searchability; and enable staff to easily manage content. The project team, working with a group of experts in the field, will conduct monitoring and prototyping to evaluate progress and the new system's effectiveness, allowing improvements to be made throughout every phase of the project. The project will revitalize the stewardship of the collection while providing global access for a diverse array of audiences."
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,MA-30-17-0260-17,2017,"$499,525.00",Museum,Museums for America,MFA-Collections,New York,NY,,"The American Museum of Natural History will undertake the conservation of six monumental totem poles and carvings on display in its Hall of Northwest Coast Indians in connection with a planned renovation of the exhibit area. Four posts will be treated in their vertical installation positions, as they are attached to built-in elements of the hall construction. The two other objects will be rigged down from their current vertical installation for treatment in a horizontal position. IMLS funding will support two conservators working full-time for up to 18 months under staff supervision, necessary consultation fees, equipment and supplies, as well as conservation training for Native American interns. Treatment steps for all six objects will include dry surface cleaning and photo-documentation, coating removal, removal of old fills and structural repairs, fill replacement and inpainting, and final documentation of treatment. A viewing window will engage visitors in the conservation process, and lessons learned will be broadly disseminated during and after the project."
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,MA-30-16-0439-16,2016,"$150,000.00",Museum,Museums for America,MFA-Collections,New York,NY,,"The American Museum of Natural History will rehouse, conserve, image, and catalog their dry coral collection which includes 79 specimens from six protected species, including threatened elkhorn and staghorn corals. Project activities will include rehousing specimens in conservation-grade storage materials, preventing future deterioration; cleaning of specimens that are covered in dust, which can attract pests and abrade specimens and imaging and cataloging the collection in the museum's database with external search capability, allowing research access both online and by providing the means to monitor specimen loans. Progress and results will be disseminated widely at professional collection care and digitization conferences, and published in relevant journals. "
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,MA-30-14-0185-14,2014,"$147,571.00",Museum,Museums for America,Collections Stewardship,New York,NY,"Collections, Community","The American Museum of Natural History will re-house and treat top priority items in its Siberian collections and share the results with the museum field and source communities from which they originated. The museum will enhance collections records with information on the presence of pesticide residues to ensure safe handling, consult with native Siberians, increase access through digital preservation, and broadly disseminate results through multiple channels. The project will result in increased and safer accessibility to collections for all who seek to examine, understand, and work with these artifacts, and ensure that these Siberian collections are preserved and accessible for scholars, indigenous communities, and visitors everywhere for generations to come."
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,MA-10-13-0200-13,2013,"$148,983.00",,Museums for America,Learning  Experiences (NLG-Museums),New York,NY,STEM,"The American Museum of Natural History will develop, test, and evaluate a suite of adult learning courses on climate change through on-site and online instructional methods. The suite of courses, entitled Our Earth's Future, will focus upon three themes – Islands, Oceans, and Our Species and Others – and will be built around individual “case studies” that provide narratives about the impact of climate change to guide participants' learning. Each of these topics will be offered as a five-week on-site course and a facilitated three-week online course. These offerings will reach a total 450 adult learners over the course of the project. The project's greater goal is to deepen the understanding of engagement strategies for adult learners in the 21st century museum."
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,MG-30-13-0066-13,2013,"$475,463.00",,National Leadership Grants for Museums,Collections Stewardship,New York,NY,Collections,"The American Museum of Natural History (AMNH) and its partners will research best practices for recoloring taxidermy mounts primarily displayed in museum habitat dioramas. Deterioration and fading of taxidermy is a high-priority problem in museum displays and other types of collections worldwide, with few acceptable treatment options, as indicated by a survey AMNH recently circulated among collections care professionals. By advancing the science of taxidermy conservation, this project addresses a conservation challenge of great national and international importance."
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,IC-04-11-0188-11,2011,"$149,996.00",,,Treatment of Collections,New York,NY,Collections,"The American Museum of Natural History will treat 630 of its amber fossils that show signs of deterioration or vulnerability. These hardened and fossilized forms of tree resin-containing microscopic life forms range in age from the Early Cretaceous to the Quaternary and provide an archive of ancient life. Specific treatment will involve coating or embedding pieces within a special epoxy, documenting and imaging the treatment for each piece, and then preparing specimen cabinets to buffer against relative humidity fluctuations and outfitting them with data loggers to monitor humidity levels. This project will prepare the amber fossils for long-term preservation, safe handling, and research, and will increase their accessibility to researchers and the public worldwide."
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,IC-04-10-0169-10,2010,"$135,060.00",,,Treatment of Collections,New York,NY,Collections,"The American Museum of Natural History will use grant funds to conserve an irreplaceable collection of totem poles and other large-scale carvings contained in its Hall of Northwest Coast Indians, which includes displays from the major peoples of the Northwest Coast, including the Nuu-chah-nulth (Nootka), Coast Salish, Kwakwaka'wakw (Kwakiutl), Nuxalk (Bella Coola), Kwakwaka'wakw, Tsimshianic Peoples (Tsimshian), Tlingit, and Haida. The museum will conserve 16 carvings that can be accommodated in the Anthropology Division's objects conservation laboratory. These treatments will address both the structural instability and surface appearance of the objects, with the first emphasis being the stabilization of the artifacts so they can be safely maintained."
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,MA-05-10-0015-10,2010,"$149,565.00",,Museums for America,Collections Stewardship,New York,NY,Collections,"The American Museum of Natural History (AMNH) will conduct a risk assessment of the library and archive holdings throughout the institution. The primary goal of the project is to prioritize the needs of the collections in an objective and relational way, significantly strengthening the collection and providing the basis for strategic preservation planning. The assessment will result in more efficient risk mitigation strategies and provide the foundation for a long-term plan for the most effective allocation of museum resources. In addition, the final project report will serve as a model for other institutions with library and archive holdings."
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,IC-04-09-0201-09,2009,"$74,090.00",,,Treatment of Collections,New York,NY,Collections,"The American Museum of Natural History will conserve the most fragile totem poles and large wood carvings housed in the historic Hall of Northwest Coast Indians. This collection is the largest and most important collection of 19th and early 20th century American Northwest Coast art and material culture in the world. The treatments will address both the structural instability and surfaces of these intricate organic objects. Supports for these large carvings will be strengthened; attached elements that have become loose, such as beaks and wings made from separate sections of wood, will be stabilized; and surfaces will be cleaned of accumulated dust and the consequences of heavy visitorship. Treatment will begin to safeguard this important collection for future generations of scientists, historians, artists, and the general public."
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,LG-26-09-0121-09,2009,"$677,993.00",,National Leadership Grants for Museums,Demonstration,New York,NY,STEM,"The American Museum of Natural History , in partnership with the New York Hall of Science, the Brooklyn Botanic Garden, and the Wildlife Conservation Society/Bronx Zoo, will build and support sustained professional development collaborations between museums and school districts. Through Urban Advantage, a network of museum and school district partnerships focused on improving middle school science education, the project will challenge museum and school district professional development providers to co-design and implement programs aligned with school and museum-based student learning outcomes and assessment measures. Products will include a leadership institute, technical assistance and tools, and national dissemination. The project will generate a new capacity in museum education that transforms professional programs and practices."
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,MA-05-09-0013-09,2009,"$148,930.00",,Museums for America,Collections Stewardship,New York,NY,Collections,"The American Museum of Natural History will conduct a risk assessment of collections currently displayed in its 46 permanent halls. The primary goal of the project is to prioritize the needs of the collections on exhibit in an objective and relational way, providing a basis for strategic collections care planning. The assessment will result in more efficient risk-mitigation strategies and will provide the foundation for a long-term plan."
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,MA-01-07-0223-07,2007,"$149,207.00",,Museums for America,Sustaining Cultural Heritage,New York,NY,,
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,MA-01-04-0578-04,2004,"$149,941.00",,Museums for America,Sustaining Cultural Heritage,New York,NY,,"Purpose: Sustaining Cultural Heritage  The American Museum of Natural History (AMNH) will conduct a two-year scientific collections risk-assessment project-a comprehensive analysis and prioritization of the risks to the AMNH collections of more than 31 million specimens and artifacts that will serve as a blueprint for future risk-mitigation and conservation strategies in a context of limited resources. The primary goal is to strengthen museum capacity for institutionwide conservation planning, recognizing the importance of preserving and sustaining one of the preeminent repositories of the nation's cultural heritage. The methodology-implemented by a team of senior-level participants from AMNH science, conservation, and operations staff-is based on a quantitative risk-assessment model developed by the Canadian Museum of Nature and pilot tested at AMNH. The resulting report will allow the museum to prioritize collection needs in an objective and relational way, providing the foundation of a long-term plan for the most effective use of resources to address the highest conservation priorities. The information derived from this project will be made available to other collections-based institutions as a broadly applicable example of a successful methodology."
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,IC-00-01-0006-01,2001,"$49,999.00",,,,New York,NY,,
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,IG-00-00-0172-00,2000,"$112,500.00",,General Operating Support,,New York,NY,,
Central Park West & 79th St, New York,NY,10024,American Museum of Natural History,IG-00-97-0855-97,1997,"$112,500.00",,General Operating Support,,New York,NY,,
Central Park West & 79th St, New York,NY,10024,"American Museum of Natural History
",MA-30-15-0491-15,2015,"$149,934.00",Museum,Museums for America,Collections Stewardship,New York,NY,,"The American Museum of Natural History will rehouse, conserve, and catalog the recently acquired Mapes Collection of 540,000 marine fossils, one of the largest acquisitions in its recent history. The collection is of high scientific value and fills an important chronological gap in the museum's invertebrate paleontology holdings; it also contains hundreds of type specimens as well as exquisitely preserved and unique individual specimens. Rehousing and conservation will protect the physical specimens, while cataloging and databasing will ensure essential tools are in place for effective collection management - retrieving specimens, monitoring the collection for risks, and maintaining an accurate inventory. The Mapes Collection will provide a valuable resource for special exhibitions and education programs for students, teachers, and the general public. Project results will be disseminated through the museum's website, interns' blogs, staff presentations and posters at professional meetings, and notes published in relevant journals. "
75 Varick St, New York,NY,10013,American Numismatic Society,IA-00-05-0117-05,2005,"$7,570.00",,Conservation Assessment Program,,New York,NY,,
27 Union Square West, New York,NY,10003,Americans for Libraries Council,RE-06-05-0086-05,2005,"$10,000.00",,Laura Bush 21st Century Librarian Program,Continuing Education,New York,NY,,"Libraries for the Future and the Institute of Museum and Library Services, in a joint partnership, will convene 40 to 50 of the nation's library leaders, educators, and experts in selected fields in a forum that will begin a dialogue on Libraries and Productive Aging: Opportunities for Learning and Civic Participation. Participants will address the challenges posed by the need to create services for active, engaged older adults. The forum will enable expert professionals from related fields to offer their insights and will give library leaders the opportunity to explore concepts for strengthening academic and continuing education for librarians."
1230 5th Ave, New York,NY,10029,Amigos del Museo del Barrio,MA-04-08-0260-08,2008,"$149,249.00",,Museums for America,Engaging Communities,New York,NY,,
160 Mercer St, New York,NY,10012,Art Education for the Blind,LG-26-11-0223-11,2011,"$190,085.00",,National Leadership Grants for Museums,Demonstration,New York,NY,Community,"Art Education for the Blind, in partnership with seven large metropolitan museums and five small museums, will develop multimodal interpretive programs, training, and audience development materials for visitors who are blind or visually impaired. The resources to be developed and tested through this project will include an initial accessibility survey; a focus group guide regarding audience needs; training scripts, guidelines, and examples on how to use touch, verbal/audio description, drama, movement, sound, and tactile diagrams; and an audience outreach tool."
160 Mercer St, New York,NY,10012,Art Education for the Blind,MP-00-07-0025-07,2007,"$77,050.00",,21st Century Museum Professionals Program,,New York,NY,,"Art Education for the Blind (AEB) will complete the production and online launch of its “Handbook for Museums and Educators,” a practical guide designed to facilitate the process of creating accessible programming for people with visual impairments or other disabilities. AEB will work with over ten museums to pilot and evaluate tools involving the development of accessible art education programs, disability awareness training for museum staff, and the creation of employment opportunities for persons with disabilities. Available both online and in CD format, the handbook's multimedia features will offer effective, user-friendly teaching tools, enabling users to select, download, and customize information and components most pertinent to their institutions' needs."
79 Walker St, New York,NY,10013,Art in General,MA-10-14-0304-14,2014,"$150,000.00",Museum,Museums for America,Learning  Experiences (NLG-Museums),New York,NY,STEM,"Art in General will organize and implement a signature educational initiative in the form of a large-scale, annual public symposium. The goal is to engage a wide range of audiences with contemporary art using the museum's core commissioning exhibition program as a springboard for exploring current trends and topics impacting artistic and curatorial practice today. The ""What Now?"" symposium will generate significant educational content including live streaming of the conference, podcasts of conference presentations, interviews with key contributors to the conference, and a publication featuring critical writing and original new content on contemporary art and ideas relevant today. The results of the symposium will be shared with the public, curators, writers, and scholars for use as a learning tool for both international and local audiences focusing on artistic practice, arts administration, and curatorial training."
79 Walker St, New York,NY,10013,Art in General,MA-04-09-0048-09,2009,"$150,000.00",,Museums for America,Engaging Communities,New York,NY,,"Art in General will use its award to implement its New Commissions Educational Initiatives, an enhanced series of publications and online initiatives that will actively engage artists and audiences with the process and content of the program. These initiatives will directly support Art in General's core activities and strategic goals, significantly strengthening its ability to serve the public."
79 Walker St, New York,NY,10013,Art in General,MA-03-05-0286-05,2005,"$150,000.00",,Museums for America,Serving as Centers of Community Engagement,New York,NY,,
79 Walker St, New York,NY,10013,Art in General,IG-00-99-0048-99,1999,"$88,075.00",,General Operating Support,,New York,NY,,
79 Walker St, New York,NY,10013,Art in General,IG-00-97-0410-97,1997,"$56,428.00",,General Operating Support,,New York,NY,,
6 East 32nd Street, New York,NY,10016,ARTstor,LG-70-15-0002-15,2015,"$749,418.00",Library,National Leadership Grants for Libraries,National Digital Platform,New York,NY,Digital Initiatives,"ARTstor, in collaboration with the El Paso Museum of Art, the Museo de Arte de Ponce in Puerto Rico, the Philadelphia Museum of Art, the Staten Island Museum and the Digital Public Library of America (DPLA), will create and implement software to enable museums to contribute digital image collections for open public access. The project will lower barriers to museum contributions to the DPLA by producing enhanced metadata tools, intellectual property rights decision support tools, and a direct-to-DPLA publishing capacity. Once complete, the service will improve the discoverability of museum collections, provide an efficient open network via the DPLA and other digital initiatives, and enhance library holdings by providing additional context for patrons."
725 Park Ave, New York,NY,10021,Asia Society,MA-04-10-0030-10,2010,"$150,000.00",,Museums for America,Engaging Communities,New York,NY,,"The Asia Society will begin a new initiative to increase young adult (ages eighteen to twenty-eight) attendance at museum exhibitions and events by engaging them through new technologies, media, and programming targeted specifically toward this demographic. The fall 2011 exhibition, “Let's Rock: Yoshitomo Nara,” is an ideal platform to begin the process of engaging this younger demographic. The components of the pilot program will be designed around this exhibition with the intention of creating a sustainable, replicable model for future exhibitions. Programs will be developed in collaboration with a cross-disciplinary group of students from Hunter College, a nearby urban campus, and other young adults. Possible programs may include a youth docent plan, the development of interpretive materials geared toward this audience, Youth Nights with bands, art, and mingling, youth-created blogs, e-teams, and youth reporters."
725 Park Ave, New York,NY,10021,Asia Society,IG-00-02-0770-02,2002,"$112,500.00",,General Operating Support,,New York,NY,,
233 E 70th St, New York,NY,10021,Bibliographical Society of America,CL-00-08-0003-08,2008,"$123,800.00",,Congressionally-Directed Grants,,New York,NY,,
233 E 70th St, New York,NY,10021,Bibliographical Society of America,CL-00-05-0032-05,2005,"$124,000.00",,Congressionally-Directed Grants,,New York,NY,,
1 E 104th St, New York,NY,10029,Boys and Girls Harbor,CM-00-05-0007-05,2005,"$99,200.00",,Congressionally-Directed Grants,,New York,NY,,
28 W 27th St, New York,NY,10001,Center for Book Arts,MA-31-18-0032-18,2018,"$25,000.00",Museum,Museums for America,MFA-Collections 25K,New York,NY,,"The Center for Book Arts will undertake the cataloging of its collection of prints of artist books and related art to improve their preservation and accessibility to researchers, scholars, artists, and students. The project addresses a problem of access and control first identified by a formal collection assessment and represents a step in the museum's longer-term process of organizing, cataloging, preserving, rehousing, and digitizing its permanent collection. The museum will hire a part-time prints specialist to catalog and digitize the prints, rehouse them in acid-free enclosures, and make the print records freely available online. The museum will purchase archival supplies, make upgrades to the collections management software, and replace obsolete equipment."
28 W 27th St, New York,NY,10001,Center for Book Arts,MA-05-09-0124-09,2009,"$45,000.00",,Museums for America,Collections Stewardship,New York,NY,Collections,"The Center for Book Arts will undertake a comprehensive collections documentation and Web access project. This project will use the Internet to support a database of the Center's archives and collections that will be accessible and free to a wide audience of students, teachers, artists, scholars, and the general public. The project will result in a Web-based archive offering details of more than 190 exhibitions by more than 5,000 artists, an image-rich online collections database of 1,100 art objects, and an online database of the Center's research library of 440 volumes."
28 W 27th St, New York,NY,10001,Center for Book Arts,IM-01-05-0011-05,2005,"$2,325.00",,Museum Assessment Program,Institutional Assessment,New York,NY,,
15 W 16th St, New York,NY,10011,Center for Jewish History,CM-00-02-0061-02,2002,"$250,000.00",,Congressionally-Directed Grants,,New York,NY,,
71 W 23rd St #1400, New York,NY,10010,Chancellor Robert R Livingston Masonic Library of Grand Lodge,IA-00-04-0051-04,2004,"$7,890.00",,Conservation Assessment Program,,New York,NY,,
212 W 83rd St, New York,NY,10024,Children's Museum of Manhattan,MA-10-16-0090-16,2016,"$149,549.00",Museum,Museums for America,MFA-Learning  Experiences,New York,NY,,"The Children's Museum of Manhattan will install a new exhibition and program series, ""Dance Portal,"" designed to extend and connect the four strategic focus areas outlined in the museum's long range plan: the arts and creativity, health, early childhood, and culture. ""The Dance Portal,"" an immersive interactive environment consisting of a vertical dome/panoramic screen programmed to feature videos of dance as it relates to art, creativity, culture, and health. The installation will be complemented by live performances and hands-on workshops featuring presentations by professional dancers, dance educators and cultural partners. Through these programs, the museum seeks to better serve its community by creating new interpretive programs and engaging learning experiences, and by providing high-quality, inclusive educational opportunities for families to learn about the city's vast cultural riches."
212 W 83rd St, New York,NY,10024,Children's Museum of Manhattan,MA-10-15-0151-15,2015,"$149,940.00",Museum,Museums for America,Learning Experiences,New York,NY,,"The Children's Museum of Manhattan (CMOM) seeks to expand its ""City Splash"" project with 800 square feet of new exhibit interactives and informational graphics that emphasize water's importance for a healthy lifestyle and its role in our local environment. In addition to the expansion, the museum will develop a set of curricula and implement new daily programs for the more than 85,000 anticipated visitors per year, as well as new education programs for more than 175 school, camp, and community partner groups who will visit during the 20 weeks the exhibition is open in summer 2016. The project furthers CMOM's strategic imperative to work in collaboration with diverse members of the community to inform CMOM projects, reflect needs as expressed by the community, and strengthen CMOM's ability to provide high quality, experiential learning opportunities for families."
212 W 83rd St, New York,NY,10024,Children's Museum of Manhattan,MA-10-14-0460-14,2014,"$129,217.00",Museum,Museums for America,Learning  Experiences (NLG-Museums),New York,NY,"STEM, Early Learning","The Children's Museum of Manhattan will implement and evaluate the effectiveness of an intensive, six-month onsite program and performance series presented as part of its ""Hello from Japan!"" exhibition. The museum will evaluate three core programs: the effectiveness of its daily, hands-on workshops, conducted in the exhibition space that explore contemporary and traditional Japanese culture for families; six monthly festivals that explore various aspects of contemporary and traditional Japanese culture in depth; and 24 music, dance and theater performances highlighting both contemporary and traditional Japanese performing arts. The project will result in an evaluation report and best practices guide that will serve as a valuable resource to the museum staff and to other museums throughout the country developing culture programs."
212 W 83rd St, New York,NY,10024,Children's Museum of Manhattan,MA-20-13-0172-13,2013,"$145,970.00",,Museums for America,Community Anchors,New York,NY,"Community, Early Learning","The Children's Museum of Manhattan will design, fabricate, and install “The Changing Beat of 125th Street” exhibit in partnership with the National Jazz Museum in Harlem. The project will refine a new model for exhibit creation at a lower cost and in a shorter timeframe. It will combine elements of exhibits with programs, build new partnerships, respond to community needs, and express multiple mission areas within current space constraints. The 2,000-square-foot exhibit will focus on artists Duke Ellington, Billie Holiday, Bill “Bojangles” Robinson, and Romare Bearden to explore the artistic achievement of jazz culture in New York during the Harlem Renaissance. The experience will include images, archival footage, and original artifacts, along with daily performances and hands-on art and music workshops. Its aim is to cultivate children's knowledge of the art forms and cultural history, with an emphasis on providing access to low-income families with limited opportunities for arts experiences."
212 W 83rd St, New York,NY,10024,Children's Museum of Manhattan,MA-04-12-0078-12,2012,"$149,703.00",,Museums for America,Engaging Communities,New York,NY,Community,"The Children's Museum of Manhattan will plan and design a new exhibition called Muslim Worlds. Upon its completion, Muslim Worlds will be the third in a series of exhibitions designed to translate complex cultural issues into engaging educational experiences for children aged 7 to 12. The project will further three core areas of the museum's strategic plan by expanding its key mission area of ""exploring world cultures,” reaching new and diverse audiences both locally and nationally, and engaging adult caregivers in activities that help support children's educational and cultural development. The exhibit will be designed for a long-term run in New York City with the potential to travel nationally."
212 W 83rd St, New York,NY,10024,Children's Museum of Manhattan,LG-26-11-0249-11,2011,"$564,699.00",,National Leadership Grants for Museums,Demonstration,New York,NY,"Community, Community, Early Learning","The Children's Museum of Manhattan will collaborate with the New York City Housing Authority to create a new community engagement model that unites and embeds the museum experiences of interactive exhibits and educational programs within public housing developments in East Harlem, New York. In addition to interactive exhibits focusing on early literacy and health, the museum and housing authority will develop programs for parent/child engagement, professional development for parents and caregivers, workforce programs for public housing and community residents, and access to other community resources for older children and families."
212 W 83rd St, New York,NY,10024,Children's Museum of Manhattan,MA-04-10-0198-10,2010,"$105,487.00",,Museums for America,Engaging Communities,New York,NY,"Community, Early Learning","The Children's Museum of Manhattan (CMOM)—in partnership with City University of New York's Early Childhood Professional Development Institute (CUNY PDI)—will fill a critical gap in early childhood education by creating a unified early childhood and health education professional development model. The proposed “Play is Learning” program will enable home-based childcare providers from low-income households in New York City to ensure the healthy development and learning of children in their care while building the capacity of the museum to serve as a valuable resource for adults working with young children. CMOM will codify the health-focused “Play is Learning” curriculum and synthesize findings from the project evaluation into a training manual, enabling replication by other organizations in need of professional development programs in early childhood education and health."
212 W 83rd St, New York,NY,10024,Children's Museum of Manhattan,LG-26-09-0135-09,2009,"$828,143.00",,National Leadership Grants for Museums,Demonstration,New York,NY,Community,"The Children's Museum of Manhattan will use its grant to increase the capacity of museums to provide community-wide leadership in the fight against childhood obesity by designing, assessing, and disseminating the National Institutes of Health's We Can! curriculum for children under age eight and their parents. The museum is partnering with the Association of Children's Museums to undertake this three-year Early Childhood Obesity Prevention project. Research will examine the potential benefits of expanding the We Can! program to include children aged eight and younger."
212 W 83rd St, New York,NY,10024,Children's Museum of Manhattan,MA-03-06-0422-06,2006,"$150,000.00",,Museums for America,Serving as Centers of Community Engagement,New York,NY,,
212 W 83rd St, New York,NY,10024,Children's Museum of Manhattan,CM-00-03-0013-03,2003,"$99,350.00",,Congressionally-Directed Grants,,New York,NY,,
212 W 83rd St, New York,NY,10024,Children's Museum of Manhattan,CM-00-02-0021-02,2002,"$150,000.00",,Congressionally-Directed Grants,,New York,NY,,
212 W 83rd St, New York,NY,10024,Children's Museum of Manhattan,CM-00-00-0007-00,2000,"$33,208.00",,Congressionally-Directed Grants,,New York,NY,,
212 W 83rd St, New York,NY,10024,Children's Museum of Manhattan,LL-30-99-0195-99,1999,"$35,000.00",Library,National Leadership Grants for Libraries,Library-Museum Collaboration,New York,NY,,
103 Charlton St, New York,NY,10014,Children's Museum of the Arts,MA-10-14-0477-14,2014,"$100,680.00",Museum,Museums for America,Learning  Experiences (NLG-Museums),New York,NY,Community,"The Children's Museum of the Arts will implement an audience-informed professional development initiative for museum staff that will create a supportive and accessible museum environment for children with disabilities and their families. The ""Art for All"" project will combine several components, including: focus groups composed of children with disabilities and their families; staff training; a website with multimedia materials and a museum visitor guide for families that include children with disabilities, and an advisory group composed of professionals with expertise in occupational therapy, special education and museum accessibility, and parents. By equipping staff to design and implement programs that accommodate the needs of visitors of varying abilities, the museum will engage children with special needs and their families in making and learning about art, and encourage them to become participants in the museum community."
103 Charlton St, New York,NY,10014,Children's Museum of the Arts,MA-04-12-0074-12,2012,"$80,600.00",,Museums for America,Engaging Communities,New York,NY,Community,"The Children's Museum of the Arts will develop and implement an education initiative called “Pop-Up Museums.” The program will make the museum's 2,000-piece international collection of children's artwork available to new audiences in underserved New York City communities. Over a two-year period, the museum will curate and present three themed traveling exhibits, which will be based on selected works from its permanent collection. The museum will also develop print enrichment guides for the exhibits. Each of the pop-up museums will be installed at one community partnership site. To accompany each exhibit, the museum will present an eight-week-long series of museum education workshops exclusively for pre-teens and teens aged 10 to 15. Each of the exhibits and related workshop series will be based on a theme exploring questions of personal identity."
103 Charlton St, New York,NY,10014,Children's Museum of the Arts,MA-04-09-0144-09,2009,"$113,275.00",,Museums for America,Engaging Communities,New York,NY,,"The Children's Museum of the Arts will develop an exhibit entitled, The Kuniyoshi Collection: The WPA Children's Art Project Through a Modern Lens, an exhibit that will create an intergenerational dialogue between New Yorkers of the late 1930s and children and families of today. The exhibit will feature 19 paintings from the Museum's permanent collection created by children in the post-Depression era under the Works Progress Administration's Federal Art Project. The Museum will juxtapose these paintings with 19 new ones created by children today in an art educational residency based on the WPA model. When showcased side by side, these works will exemplify changes and continuities of New York City history over the past 70 years."
