"zip","industry","year","all","class1","class2","class3","class4","class5","class6","class7","class8","class9","weighted_all","weighted_class1","weighted_class2","weighted_class3","weighted_class4","weighted_class5","weighted_class6","weighted_class7","weighted_class8","weighted_class9"
10123,"Motion picture and video production",2006,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10123,"Motion picture and video production",2007,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10123,"Motion picture and video production",2008,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10123,"Motion picture and video production",2009,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10123,"Motion picture and video production",2010,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10123,"Motion picture and video production",2011,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10123,"Motion picture and video production",2012,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10123,"Motion picture and video production",2013,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10123,"Motion picture and video production",2014,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10123,"Motion picture and video production",2015,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10123,"Musical groups and artists",2005,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10123,"Musical groups and artists",2006,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10123,"Musical groups and artists",2011,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10123,"Theater companies and dinner theaters",2005,3,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
10123,"Theater companies and dinner theaters",2006,3,2,0,0,1,0,0,0,0,0,34,4,0,0,30,0,0,0,0,0
10123,"Theater companies and dinner theaters",2007,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Dance companies",2005,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10128,"Dance companies",2006,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10128,"Dance companies",2007,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10128,"Dance companies",2008,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10128,"Dance companies",2009,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10128,"Dance companies",2010,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10128,"Dance companies",2011,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10128,"Dance companies",2012,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10128,"Dance companies",2013,2,1,1,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0
10128,"Dance companies",2014,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10128,"Dance companies",2015,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10128,"Fine arts schools",2005,5,2,0,1,0,1,1,0,0,0,259,4,0,15,0,70,170,0,0,0
10128,"Fine arts schools",2006,6,2,0,2,0,1,1,0,0,0,274,4,0,30,0,70,170,0,0,0
10128,"Fine arts schools",2007,5,2,1,0,0,1,1,0,0,0,251,4,7,0,0,70,170,0,0,0
10128,"Fine arts schools",2008,5,2,1,0,0,0,2,0,0,0,351,4,7,0,0,0,340,0,0,0
10128,"Fine arts schools",2009,4,1,0,1,0,0,2,0,0,0,357,2,0,15,0,0,340,0,0,0
10128,"Fine arts schools",2010,5,2,1,0,0,1,1,0,0,0,251,4,7,0,0,70,170,0,0,0
10128,"Fine arts schools",2011,6,3,0,1,0,0,2,0,0,0,361,6,0,15,0,0,340,0,0,0
10128,"Fine arts schools",2012,5,3,0,0,0,0,2,0,0,0,346,6,0,0,0,0,340,0,0,0
10128,"Fine arts schools",2013,5,3,0,0,0,0,2,0,0,0,346,6,0,0,0,0,340,0,0,0
10128,"Fine arts schools",2014,6,3,1,0,0,0,2,0,0,0,353,6,7,0,0,0,340,0,0,0
10128,"Fine arts schools",2015,6,3,1,0,0,0,2,0,0,0,353,6,7,0,0,0,340,0,0,0
10128,"Independent artists, writers, and performers",2005,26,22,3,0,0,1,0,0,0,0,135,44,21,0,0,70,0,0,0,0
10128,"Independent artists, writers, and performers",2006,21,20,0,0,0,1,0,0,0,0,110,40,0,0,0,70,0,0,0,0
10128,"Independent artists, writers, and performers",2007,22,20,1,0,1,0,0,0,0,0,77,40,7,0,30,0,0,0,0,0
10128,"Independent artists, writers, and performers",2008,27,23,2,0,1,1,0,0,0,0,160,46,14,0,30,70,0,0,0,0
10128,"Independent artists, writers, and performers",2009,26,22,1,1,1,0,1,0,0,0,266,44,7,15,30,0,170,0,0,0
10128,"Independent artists, writers, and performers",2010,27,22,2,2,1,0,0,0,0,0,118,44,14,30,30,0,0,0,0,0
10128,"Independent artists, writers, and performers",2011,21,16,2,2,1,0,0,0,0,0,106,32,14,30,30,0,0,0,0,0
10128,"Independent artists, writers, and performers",2012,21,17,3,1,0,0,0,0,0,0,70,34,21,15,0,0,0,0,0,0
10128,"Independent artists, writers, and performers",2013,20,18,1,1,0,0,0,0,0,0,58,36,7,15,0,0,0,0,0,0
10128,"Independent artists, writers, and performers",2014,21,21,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0
10128,"Independent artists, writers, and performers",2015,18,18,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0
10128,"Motion picture and video production",2005,7,7,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0
10128,"Motion picture and video production",2006,11,11,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0
10128,"Motion picture and video production",2007,12,12,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0
10128,"Motion picture and video production",2008,9,9,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0
10128,"Motion picture and video production",2009,8,8,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0
10128,"Motion picture and video production",2010,10,10,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0
10128,"Motion picture and video production",2011,8,8,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0
10128,"Motion picture and video production",2012,11,11,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0
10128,"Motion picture and video production",2013,11,10,0,1,0,0,0,0,0,0,35,20,0,15,0,0,0,0,0,0
10128,"Motion picture and video production",2014,11,10,0,1,0,0,0,0,0,0,35,20,0,15,0,0,0,0,0,0
10128,"Motion picture and video production",2015,13,12,0,1,0,0,0,0,0,0,39,24,0,15,0,0,0,0,0,0
10128,"Museums",2005,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Museums",2006,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Museums",2007,3,2,0,0,0,0,1,0,0,0,174,4,0,0,0,0,170,0,0,0
10128,"Museums",2008,3,1,0,0,0,0,1,1,0,0,542,2,0,0,0,0,170,370,0,0
10128,"Museums",2009,3,1,0,0,0,0,1,1,0,0,542,2,0,0,0,0,170,370,0,0
10128,"Museums",2010,3,1,0,0,0,0,1,1,0,0,542,2,0,0,0,0,170,370,0,0
10128,"Museums",2011,4,2,0,0,0,0,1,1,0,0,544,4,0,0,0,0,170,370,0,0
10128,"Museums",2012,4,2,0,0,0,0,1,1,0,0,544,4,0,0,0,0,170,370,0,0
10128,"Museums",2013,4,2,0,0,0,0,1,1,0,0,544,4,0,0,0,0,170,370,0,0
10128,"Museums",2014,4,2,0,0,0,0,1,1,0,0,544,4,0,0,0,0,170,370,0,0
10128,"Museums",2015,4,2,0,0,0,0,1,1,0,0,544,4,0,0,0,0,170,370,0,0
10128,"Music publishers",2007,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Music publishers",2008,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Music publishers",2009,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10128,"Music publishers",2010,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Music publishers",2011,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10128,"Music publishers",2012,1,0,0,1,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0
10128,"Music publishers",2013,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Musical groups and artists",2005,4,2,2,0,0,0,0,0,0,0,18,4,14,0,0,0,0,0,0,0
10128,"Musical groups and artists",2006,5,3,2,0,0,0,0,0,0,0,20,6,14,0,0,0,0,0,0,0
10128,"Musical groups and artists",2007,7,2,4,1,0,0,0,0,0,0,47,4,28,15,0,0,0,0,0,0
10128,"Musical groups and artists",2008,6,3,1,2,0,0,0,0,0,0,43,6,7,30,0,0,0,0,0,0
10128,"Musical groups and artists",2009,6,1,3,2,0,0,0,0,0,0,53,2,21,30,0,0,0,0,0,0
10128,"Musical groups and artists",2010,7,3,2,2,0,0,0,0,0,0,50,6,14,30,0,0,0,0,0,0
10128,"Musical groups and artists",2011,7,4,1,2,0,0,0,0,0,0,45,8,7,30,0,0,0,0,0,0
10128,"Musical groups and artists",2012,5,2,2,1,0,0,0,0,0,0,33,4,14,15,0,0,0,0,0,0
10128,"Musical groups and artists",2013,4,2,1,1,0,0,0,0,0,0,26,4,7,15,0,0,0,0,0,0
10128,"Musical groups and artists",2014,5,4,0,0,1,0,0,0,0,0,38,8,0,0,30,0,0,0,0,0
10128,"Musical groups and artists",2015,5,3,1,0,1,0,0,0,0,0,43,6,7,0,30,0,0,0,0,0
10128,"Record production",2012,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Sound recording studios",2008,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Sound recording studios",2009,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Sound recording studios",2010,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Sound recording studios",2011,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Sound recording studios",2012,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Sound recording studios",2013,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10128,"Sound recording studios",2014,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Sound recording studios",2015,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Theater companies and dinner theaters",2005,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10128,"Theater companies and dinner theaters",2006,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10128,"Theater companies and dinner theaters",2007,2,1,1,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0
10128,"Theater companies and dinner theaters",2008,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Theater companies and dinner theaters",2009,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Theater companies and dinner theaters",2010,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Theater companies and dinner theaters",2011,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Theater companies and dinner theaters",2012,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10128,"Theater companies and dinner theaters",2013,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10128,"Theater companies and dinner theaters",2014,3,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
10128,"Theater companies and dinner theaters",2015,3,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
10153,"Motion picture and video production",2011,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Independent artists, writers, and performers",2009,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Independent artists, writers, and performers",2010,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Motion picture and video distribution",2005,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Motion picture and video distribution",2006,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Motion picture and video distribution",2007,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Motion picture and video distribution",2008,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Motion picture and video distribution",2009,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Motion picture and video distribution",2010,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Motion picture and video distribution",2011,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Motion picture and video production",2007,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10155,"Motion picture and video production",2008,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10155,"Motion picture and video production",2009,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10155,"Motion picture and video production",2010,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10155,"Motion picture and video production",2011,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10155,"Motion picture and video production",2012,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10155,"Motion picture and video production",2013,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Motion picture and video production",2014,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Motion picture and video production",2015,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Museums",2010,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Museums",2011,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Museums",2012,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Museums",2013,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Museums",2014,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Museums",2015,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10155,"Theater companies and dinner theaters",2006,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10158,"Motion picture and video production",2011,1,0,0,1,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0
10158,"Motion picture and video production",2012,1,0,0,1,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0
10158,"Motion picture and video production",2013,1,0,0,1,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0
10158,"Motion picture and video production",2014,1,0,0,1,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0
10158,"Motion picture and video production",2015,1,0,0,1,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0
10158,"Museums",2007,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10158,"Museums",2008,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10158,"Museums",2009,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10158,"Museums",2010,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10158,"Museums",2011,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10158,"Museums",2012,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10158,"Museums",2013,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10158,"Museums",2014,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10158,"Museums",2015,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10158,"Music publishers",2008,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10162,"Motion picture and video production",2005,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10162,"Motion picture and video production",2006,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10162,"Record production",2005,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10162,"Record production",2006,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10162,"Record production",2007,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Dance companies",2007,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Fine arts schools",2009,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
10165,"Independent artists, writers, and performers",2005,6,6,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0
10165,"Independent artists, writers, and performers",2006,7,7,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0
10165,"Independent artists, writers, and performers",2007,8,6,1,0,1,0,0,0,0,0,49,12,7,0,30,0,0,0,0,0
10165,"Independent artists, writers, and performers",2008,5,5,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
10165,"Independent artists, writers, and performers",2009,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10165,"Independent artists, writers, and performers",2010,3,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
10165,"Independent artists, writers, and performers",2011,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10165,"Independent artists, writers, and performers",2012,6,6,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0
10165,"Independent artists, writers, and performers",2013,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10165,"Independent artists, writers, and performers",2014,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10165,"Independent artists, writers, and performers",2015,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10165,"Motion picture and video production",2005,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10165,"Motion picture and video production",2006,3,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
10165,"Motion picture and video production",2007,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Motion picture and video production",2008,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10165,"Motion picture and video production",2009,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Motion picture and video production",2012,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Motion picture and video production",2013,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10165,"Motion picture and video production",2014,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10165,"Motion picture and video production",2015,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Music publishers",2005,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10165,"Music publishers",2006,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10165,"Music publishers",2007,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10165,"Music publishers",2008,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10165,"Music publishers",2009,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10165,"Music publishers",2010,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10165,"Music publishers",2011,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Music publishers",2012,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Music publishers",2013,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Music publishers",2014,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Musical groups and artists",2005,5,2,0,2,1,0,0,0,0,0,64,4,0,30,30,0,0,0,0,0
10165,"Musical groups and artists",2006,5,2,1,2,0,0,0,0,0,0,41,4,7,30,0,0,0,0,0,0
10165,"Musical groups and artists",2007,5,3,0,1,1,0,0,0,0,0,51,6,0,15,30,0,0,0,0,0
10165,"Musical groups and artists",2008,5,4,0,1,0,0,0,0,0,0,23,8,0,15,0,0,0,0,0,0
10165,"Musical groups and artists",2009,6,5,0,1,0,0,0,0,0,0,25,10,0,15,0,0,0,0,0,0
10165,"Musical groups and artists",2010,5,2,2,0,1,0,0,0,0,0,48,4,14,0,30,0,0,0,0,0
10165,"Musical groups and artists",2011,3,1,1,1,0,0,0,0,0,0,24,2,7,15,0,0,0,0,0,0
10165,"Musical groups and artists",2012,2,1,0,1,0,0,0,0,0,0,17,2,0,15,0,0,0,0,0,0
10165,"Musical groups and artists",2013,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10165,"Musical groups and artists",2014,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10165,"Musical groups and artists",2015,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10165,"Record production",2005,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Record production",2010,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Sound recording studios",2005,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Theater companies and dinner theaters",2005,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Theater companies and dinner theaters",2006,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Theater companies and dinner theaters",2007,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Theater companies and dinner theaters",2008,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Theater companies and dinner theaters",2009,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10165,"Theater companies and dinner theaters",2013,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Theater companies and dinner theaters",2014,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10165,"Theater companies and dinner theaters",2015,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10167,"Independent artists, writers, and performers",2005,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10167,"Independent artists, writers, and performers",2006,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10167,"Independent artists, writers, and performers",2007,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10168,"Fine arts schools",2005,1,0,0,1,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0
10168,"Fine arts schools",2006,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10168,"Fine arts schools",2007,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10168,"Fine arts schools",2008,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10168,"Fine arts schools",2009,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10168,"Fine arts schools",2010,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10168,"Fine arts schools",2011,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10168,"Fine arts schools",2012,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10168,"Fine arts schools",2013,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10168,"Fine arts schools",2014,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10168,"Fine arts schools",2015,1,0,0,0,1,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
10168,"Independent artists, writers, and performers",2006,3,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
10168,"Independent artists, writers, and performers",2007,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10168,"Independent artists, writers, and performers",2008,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10168,"Independent artists, writers, and performers",2009,4,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
10168,"Independent artists, writers, and performers",2010,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10168,"Independent artists, writers, and performers",2011,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10168,"Independent artists, writers, and performers",2012,5,5,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
10168,"Independent artists, writers, and performers",2013,5,5,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
10168,"Independent artists, writers, and performers",2014,8,8,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0
10168,"Independent artists, writers, and performers",2015,7,7,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0
10168,"Motion picture and video distribution",2007,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10168,"Motion picture and video distribution",2008,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10168,"Motion picture and video distribution",2009,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10168,"Motion picture and video distribution",2010,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10168,"Motion picture and video production",2005,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10168,"Motion picture and video production",2006,3,2,0,0,1,0,0,0,0,0,34,4,0,0,30,0,0,0,0,0
10168,"Motion picture and video production",2007,2,1,0,1,0,0,0,0,0,0,17,2,0,15,0,0,0,0,0,0
10168,"Motion picture and video production",2008,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10168,"Motion picture and video production",2009,2,1,0,0,1,0,0,0,0,0,32,2,0,0,30,0,0,0,0,0
10168,"Motion picture and video production",2010,2,1,0,1,0,0,0,0,0,0,17,2,0,15,0,0,0,0,0,0
10168,"Motion picture and video production",2011,2,1,1,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0
10168,"Motion picture and video production",2012,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
10168,"Motion picture and video production",2013,3,2,0,0,1,0,0,0,0,0,34,4,0,0,30,0,0,0,0,0
10168,"Motion picture and video production",2014,2,1,1,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0
10168,"Motion picture and video production",2015,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
